,1. open,2. high,3. low,4. close,5. volume,ticker
2025-01-17,4249.9502,4321.6499,4100.5,4125.7002,603473.0,TCS.BSE
2025-01-10,4105.0,4296.7998,4011.25,4265.5498,514513.0,TCS.BSE
2025-01-03,4174.8999,4203.5,4034.0,4099.25,355199.0,TCS.BSE
2024-12-27,4199.0,4217.2998,4115.0,4167.9502,173023.0,TCS.BSE
2024-12-20,4424.1001,4473.0,4152.9502,4168.0498,292453.0,TCS.BSE
2024-12-13,4424.0,4494.0,4394.7002,4473.6001,444911.0,TCS.BSE
2024-12-06,4264.9502,4488.0,4230.0,4446.5,409259.0,TCS.BSE
2024-11-29,4293.9502,4377.0,4196.0,4273.5498,392661.0,TCS.BSE
2024-11-22,4215.0,4254.5,3990.6499,4245.75,458330.0,TCS.BSE
2024-11-14,4134.9502,4233.8501,4115.8999,4146.1499,237972.0,TCS.BSE
2024-11-08,3969.95,4205.25,3915.0,4145.0,655412.0,TCS.BSE
2024-11-01,4058.05,4133.0,3959.0,3985.3999,612710.0,TCS.BSE
2024-10-25,4125.0498,4138.1499,3986.55,4057.8999,348630.0,TCS.BSE
2024-10-18,4145.0,4169.0,4068.3,4121.8501,495039.0,TCS.BSE
2024-10-11,4265.0498,4297.25,4112.6499,4150.6001,502398.0,TCS.BSE
2024-10-04,4294.9502,4299.0,4209.2998,4249.1001,494994.0,TCS.BSE
2024-09-27,4286.0498,4378.4502,4240.0,4309.0498,294302.0,TCS.BSE
2024-09-20,4530.0,4544.7998,4226.6001,4285.2998,688666.0,TCS.BSE
2024-09-13,4401.1001,4548.0,4401.1001,4522.25,296679.0,TCS.BSE
2024-09-06,4584.8501,4585.8999,4438.3501,4457.5,416088.0,TCS.BSE
2024-08-30,4480.2998,4580.0,4450.0,4551.8501,420299.0,TCS.BSE
2024-08-23,4417.8999,4564.75,4390.4502,4464.0,535322.0,TCS.BSE
2024-08-16,4239.7998,4427.8999,4183.6001,4416.5498,378970.0,TCS.BSE
2024-08-09,4200.0498,4256.0,4110.7998,4230.0498,372167.0,TCS.BSE
2024-08-02,4421.8501,4431.25,4268.2998,4283.0,533935.0,TCS.BSE
2024-07-26,4295.0498,4421.5,4265.0,4387.9502,735983.0,TCS.BSE
2024-07-19,4225.6001,4360.25,4144.6499,4302.75,865475.0,TCS.BSE
2024-07-12,4015.05,4199.0,3895.7,4184.8999,1493210.0,TCS.BSE
2024-07-05,3904.0,4047.75,3886.05,4012.45,608355.0,TCS.BSE
2024-06-28,3810.75,3959.95,3793.7,3904.95,665434.0,TCS.BSE
2024-06-21,3822.1499,3877.1001,3780.1001,3808.95,445470.0,TCS.BSE
2024-06-14,3904.95,3904.95,3826.45,3831.95,234254.0,TCS.BSE
2024-06-07,3774.8999,3915.0,3593.3,3892.8999,888459.0,TCS.BSE
2024-05-31,3852.6499,3907.0,3655.0,3669.5,740429.0,TCS.BSE
2024-05-24,3844.95,3904.75,3810.1001,3850.75,381925.0,TCS.BSE
2024-05-17,3888.0,3955.0,3829.7,3833.95,415910.0,TCS.BSE
2024-05-10,3859.95,3988.3,3855.0,3895.8501,292034.0,TCS.BSE
2024-05-03,3825.6001,3893.3,3782.5,3839.3501,346884.0,TCS.BSE
2024-04-26,3828.6001,3896.0,3801.25,3812.8501,352825.0,TCS.BSE
2024-04-19,3995.0,4063.0,3801.0,3827.45,556881.0,TCS.BSE
2024-04-12,3980.0,4030.0,3916.6001,4000.3,460659.0,TCS.BSE
2024-04-05,3900.0,4027.3,3855.7,3979.55,300505.0,TCS.BSE
2024-03-28,3897.55,3946.0,3828.55,3883.55,355802.0,TCS.BSE
2024-03-22,4217.5,4254.4502,3856.0,3913.1001,26099469.0,TCS.BSE
2024-03-15,4080.3501,4241.0498,4080.3501,4217.5,408498.0,TCS.BSE
2024-03-07,4095.45,4124.0,3959.3501,4110.1001,526823.0,TCS.BSE
2024-03-01,4039.0,4154.25,3983.3,4096.2998,539618.0,TCS.BSE
2024-02-23,4119.1499,4128.9502,3968.3501,4051.95,314859.0,TCS.BSE
2024-02-16,4130.8999,4169.3501,4049.55,4129.2002,266615.0,TCS.BSE
2024-02-09,3973.6001,4184.5498,3960.45,4134.25,746968.0,TCS.BSE
2024-02-02,3807.8501,3982.05,3782.0,3966.3501,1514515.0,TCS.BSE
2024-01-25,3900.0,3933.0,3780.0,3808.2,1549450.0,TCS.BSE
2024-01-19,3952.45,3965.0,3818.1001,3942.25,717893.0,TCS.BSE
2024-01-12,3737.75,3905.75,3671.05,3881.7,1586259.0,TCS.BSE
2024-01-05,3792.0,3831.8999,3651.55,3737.75,539006.0,TCS.BSE
2023-12-29,3780.1001,3838.25,3766.05,3794.95,233473.0,TCS.BSE
2023-12-22,3860.0,3928.95,3734.3999,3825.3,405915.0,TCS.BSE
2023-12-15,3626.3999,3894.05,3563.05,3860.05,734130.0,TCS.BSE
2023-12-08,3533.05,3644.0,3499.0,3626.3999,486266.0,TCS.BSE
2023-12-01,3453.0,3517.1499,3431.6001,3509.6001,645394.0,TCS.BSE
2023-11-24,3493.95,3543.3999,3452.25,3457.6001,805535.0,TCS.BSE
2023-11-17,3350.0,3529.0,3327.0,3502.6499,602433.0,TCS.BSE
2023-11-10,3364.0,3404.55,3322.3501,3332.8,409560.0,TCS.BSE
2023-11-03,3354.0,3398.3,3313.0,3350.8501,244333.0,TCS.BSE
2023-10-27,3475.0,3480.1001,3330.3999,3350.55,556920.0,TCS.BSE
2023-10-20,3564.95,3574.95,3444.05,3494.25,765191.0,TCS.BSE
2023-10-13,3654.0,3680.0,3525.0,3570.3,1256958.0,TCS.BSE
2023-10-06,3531.05,3634.25,3477.0,3620.2,709513.0,TCS.BSE
2023-09-29,3599.8999,3613.0,3506.0,3530.75,682376.0,TCS.BSE
2023-09-22,3583.95,3633.05,3528.1001,3602.6499,254311.0,TCS.BSE
2023-09-15,3451.1499,3606.5,3445.1001,3599.8501,306783.0,TCS.BSE
2023-09-08,3371.05,3463.5,3370.05,3443.25,342039.0,TCS.BSE
2023-09-01,3386.05,3416.5,3345.0,3379.2,334956.0,TCS.BSE
2023-08-25,3367.0,3413.55,3350.0,3380.6001,519446.0,TCS.BSE
2023-08-18,3425.05,3465.05,3350.0,3367.6499,774519.0,TCS.BSE
2023-08-11,3443.0,3487.75,3415.0,3449.3501,390382.0,TCS.BSE
2023-08-04,3355.3501,3470.1499,3355.3501,3442.3,162345.0,TCS.BSE
2023-07-28,3374.0,3421.75,3331.0,3355.3501,190380.0,TCS.BSE
2023-07-21,3512.0,3549.0,3357.7,3369.6001,332197.0,TCS.BSE
2023-07-14,3326.1001,3524.0,3265.0,3512.0,429495.0,TCS.BSE
2023-07-07,3300.5,3356.3999,3300.5,3325.7,60304.0,TCS.BSE
2023-06-30,3202.0,3309.6001,3172.45,3300.5,358036.0,TCS.BSE
2023-06-23,3175.3,3267.0,3173.0,3217.45,432860.0,TCS.BSE
2023-06-16,3210.05,3265.0,3156.2,3175.25,611643.0,TCS.BSE
2023-06-09,3313.0,3325.8501,3207.0,3210.45,496074.0,TCS.BSE
2023-06-02,3329.0,3339.8,3271.0,3304.3999,153947.0,TCS.BSE
2023-05-26,3222.8501,3339.0,3218.1499,3329.0,179165.0,TCS.BSE
2023-05-19,3280.5,3292.75,3198.6499,3221.75,101000.0,TCS.BSE
2023-05-12,3230.8501,3309.0,3230.8501,3273.75,181060.0,TCS.BSE
2023-05-05,3217.0,3242.8999,3174.05,3230.8501,220997.0,TCS.BSE
2023-04-28,3151.0,3227.2,3126.6001,3216.0,371134.0,TCS.BSE
2023-04-21,3150.0,3165.75,3070.3,3161.6499,664424.0,TCS.BSE
2023-04-13,3217.0,3275.0,3181.05,3189.8501,565045.0,TCS.BSE
2023-04-06,3225.0,3263.6001,3175.0,3221.7,356542.0,TCS.BSE
2023-03-31,3123.8501,3214.0,3105.0,3205.8,174152.0,TCS.BSE
2023-03-24,3173.5,3173.5,3096.1001,3121.45,181427.0,TCS.BSE
2023-03-17,3331.05,3369.25,3145.0,3178.95,740385.0,TCS.BSE
2023-03-10,3356.0,3404.0,3295.0,3331.05,191577.0,TCS.BSE
2023-03-03,3397.8999,3397.8999,3300.05,3342.75,199966.0,TCS.BSE
2023-02-24,3506.0,3522.0,3382.55,3400.05,264129.0,TCS.BSE
2023-02-17,3548.0,3575.0,3460.45,3499.6499,306005.0,TCS.BSE
2023-02-10,3475.0,3547.95,3437.0,3535.45,233604.0,TCS.BSE
2023-02-03,3413.55,3498.0,3347.7,3481.8501,356296.0,TCS.BSE
2023-01-27,3375.3,3451.75,3358.0,3410.3999,233511.0,TCS.BSE
2023-01-20,3320.0,3407.6499,3298.75,3361.6499,417174.0,TCS.BSE
2023-01-13,3243.8999,3379.1001,3215.3,3374.2,519021.0,TCS.BSE
2023-01-06,3265.0,3336.1001,3200.0,3212.0,306363.0,TCS.BSE
2022-12-30,3225.0,3299.05,3225.0,3259.25,329497.0,TCS.BSE
2022-12-23,3234.0,3290.95,3164.0,3227.3,340491.0,TCS.BSE
2022-12-16,3250.0,3378.05,3225.1001,3238.1001,279321.0,TCS.BSE
2022-12-09,3424.0,3435.8501,3277.0,3292.6499,348688.0,TCS.BSE
2022-12-02,3371.0,3479.6499,3365.0,3439.25,640013.0,TCS.BSE
2022-11-25,3330.0,3402.0,3255.05,3388.8501,353588.0,TCS.BSE
2022-11-18,3321.0,3367.0,3291.8,3341.8,659511.0,TCS.BSE
2022-11-11,3225.0,3341.25,3172.3999,3316.1001,652213.0,TCS.BSE
2022-11-04,3193.0,3270.0,3168.0,3216.3,1959566.0,TCS.BSE
2022-10-28,3160.0,3183.95,3134.6001,3162.95,264200.0,TCS.BSE
2022-10-21,3082.0,3160.0,3072.55,3139.3999,1429428.0,TCS.BSE
2022-10-14,3013.1001,3149.0,3013.05,3097.6499,1985297.0,TCS.BSE
2022-10-07,3004.6001,3124.1001,2973.8501,3064.95,650264.0,TCS.BSE
2022-09-30,2978.0,3052.5,2926.0,3004.6001,746528.0,TCS.BSE
2022-09-23,3025.0,3079.8999,2980.0,2982.8,1385910.0,TCS.BSE
2022-09-16,3233.8501,3268.7,3001.0,3008.6499,1138595.0,TCS.BSE
2022-09-09,3129.6499,3232.0,3102.0,3217.3,692722.0,TCS.BSE
2022-09-02,3145.0,3226.95,3081.3,3129.6499,772377.0,TCS.BSE
2022-08-26,3369.0,3384.45,3213.5,3221.6499,392493.0,TCS.BSE
2022-08-19,3403.05,3421.0,3361.7,3385.25,413272.0,TCS.BSE
2022-08-12,3361.0,3428.0,3335.0,3399.8,395599.0,TCS.BSE
2022-08-05,3327.05,3387.95,3271.0,3365.25,1586673.0,TCS.BSE
2022-07-29,3169.0,3316.6001,3096.55,3300.8,337121.0,TCS.BSE
2022-07-22,3023.3999,3197.0,3015.0,3171.0,2196934.0,TCS.BSE
2022-07-15,3220.0,3223.05,2953.0,2993.55,786101.0,TCS.BSE
2022-07-08,3315.0,3319.0,3202.3999,3264.8501,507117.0,TCS.BSE
2022-07-01,3338.0,3361.7,3252.0,3316.1499,255150.0,TCS.BSE
2022-06-24,3094.5,3344.0,3069.7,3292.95,774940.0,TCS.BSE
2022-06-17,3291.0,3293.0,3023.3501,3089.25,875860.0,TCS.BSE
2022-06-10,3421.0,3453.1001,3347.0,3365.3501,303334.0,TCS.BSE
2022-06-03,3273.8501,3477.5,3273.8501,3438.8,482317.0,TCS.BSE
2022-05-27,3315.0,3338.0,3155.0,3262.2,686040.0,TCS.BSE
2022-05-20,3414.0,3495.0,3231.05,3293.8999,761210.0,TCS.BSE
2022-05-13,3393.0,3464.8999,3348.75,3413.45,647798.0,TCS.BSE
2022-05-06,3550.1001,3550.1001,3425.05,3433.0,1271337.0,TCS.BSE
2022-04-29,3561.1001,3621.95,3506.0,3550.1001,375690.0,TCS.BSE
2022-04-22,3620.0,3643.0,3440.0,3611.8501,921104.0,TCS.BSE
2022-04-13,3698.0,3738.6001,3650.05,3661.3,557694.0,TCS.BSE
2022-04-08,3761.0,3835.5,3643.8501,3686.8501,571472.0,TCS.BSE
2022-04-01,3698.0,3762.45,3660.6499,3756.8501,475096.0,TCS.BSE
2022-03-25,3700.0,3778.05,3615.0,3707.95,431077.0,TCS.BSE
2022-03-17,3584.0,3709.6001,3580.0,3675.2,335346.0,TCS.BSE
2022-03-11,3469.0,3685.0,3351.0,3600.7,743806.0,TCS.BSE
2022-03-04,3493.0,3578.5,3456.7,3525.2,409368.0,TCS.BSE
2022-02-25,3812.0,3828.8999,3392.05,3519.7,1769895.0,TCS.BSE
2022-02-18,3695.6001,3856.0,3695.6001,3794.8,1046745.0,TCS.BSE
2022-02-11,3800.0,3832.3999,3690.6001,3695.6001,450680.0,TCS.BSE
2022-02-04,3742.2,3882.95,3721.7,3814.6499,578783.0,TCS.BSE
2022-01-28,3841.0,3850.1499,3626.25,3690.25,1139838.0,TCS.BSE
2022-01-21,3998.0,4045.5,3771.75,3834.8501,1065169.0,TCS.BSE
2022-01-14,3974.0,3979.8999,3836.8,3969.25,1096294.0,TCS.BSE
2022-01-07,3744.0,3888.0,3743.95,3854.8501,618014.0,TCS.BSE
2021-12-31,3670.0,3759.8,3653.1499,3736.8501,245264.0,TCS.BSE
2021-12-24,3570.1001,3703.8999,3509.8501,3670.25,537998.0,TCS.BSE
2021-12-17,3647.0,3660.0,3558.6001,3587.2,312645.0,TCS.BSE
2021-12-10,3642.0,3656.8501,3521.5,3636.55,494660.0,TCS.BSE
2021-12-03,3445.6499,3665.95,3407.55,3639.6499,640440.0,TCS.BSE
2021-11-26,3480.0,3516.0,3408.05,3445.6499,329015.0,TCS.BSE
2021-11-18,3534.8,3575.0,3452.0,3475.6499,331810.0,TCS.BSE
2021-11-12,3539.0,3539.0,3436.0,3524.5,506814.0,TCS.BSE
2021-11-04,3438.0,3519.95,3412.6499,3509.05,348078.0,TCS.BSE
2021-10-29,3500.05,3529.1499,3386.0,3398.8,536434.0,TCS.BSE
2021-10-22,3612.0,3690.3,3485.0,3500.05,1593821.0,TCS.BSE
2021-10-14,3797.0,3797.0,3608.3999,3611.3,2062102.0,TCS.BSE
2021-10-08,3728.0,3990.0,3708.05,3935.3,407032.0,TCS.BSE
2021-10-01,3891.1499,3904.0,3723.1001,3729.3,388758.0,TCS.BSE
2021-09-24,3819.0,3944.5,3811.0,3871.3,1251682.0,TCS.BSE
2021-09-17,3761.0,3981.55,3761.0,3830.45,471320.0,TCS.BSE
2021-09-09,3847.0,3876.0,3756.0,3791.75,168212.0,TCS.BSE
2021-09-03,3718.0,3858.0,3687.6001,3841.3501,750561.0,TCS.BSE
2021-08-27,3570.0,3729.0,3562.95,3720.1499,433063.0,TCS.BSE
2021-08-20,3461.8999,3594.6001,3437.0,3557.45,347398.0,TCS.BSE
2021-08-13,3315.8501,3479.3501,3310.0,3461.8999,619701.0,TCS.BSE
2021-08-06,3173.55,3323.8,3166.05,3310.1499,658873.0,TCS.BSE
2021-07-30,3210.0,3226.0,3133.2,3167.5,308864.0,TCS.BSE
2021-07-23,3188.0,3240.8999,3156.0,3212.05,737329.0,TCS.BSE
2021-07-16,3235.0,3238.8999,3175.45,3194.6499,1079706.0,TCS.BSE
2021-07-09,3337.0,3373.8999,3200.0,3207.75,690818.0,TCS.BSE
2021-07-02,3396.0,3396.0,3296.05,3325.55,207578.0,TCS.BSE
2021-06-25,3278.0,3399.0,3253.0,3380.7,2427446.0,TCS.BSE
2021-06-18,3290.0,3357.8501,3251.55,3297.0,1034525.0,TCS.BSE
2021-06-11,3155.0,3309.0,3134.0,3271.7,343815.0,TCS.BSE
2021-06-04,3150.0,3170.0,3116.1499,3143.1499,293555.0,TCS.BSE
2021-05-28,3080.55,3218.0,3075.0,3144.1001,366784.0,TCS.BSE
2021-05-21,3060.0,3123.0,3035.6499,3080.3999,306457.0,TCS.BSE
2021-05-14,3140.0,3164.0,3040.55,3050.75,222326.0,TCS.BSE
2021-05-07,3034.7,3160.0,3004.8,3132.0,509883.0,TCS.BSE
2021-04-30,3109.8,3156.3,3021.0,3038.3999,311674.0,TCS.BSE
2021-04-23,3193.3,3220.0,3092.0,3109.8,431441.0,TCS.BSE
2021-04-16,3330.0,3343.8999,3074.55,3193.3,1177219.0,TCS.BSE
2021-04-09,3171.0,3358.8,3151.25,3322.2,1352261.0,TCS.BSE
2021-04-01,3080.0,3215.7,3059.8501,3165.8999,514330.0,TCS.BSE
2021-03-26,3060.0,3168.5,3018.05,3068.1499,414795.0,TCS.BSE
2021-03-19,3054.0,3156.75,2986.3,3063.25,907663.0,TCS.BSE
2021-03-12,3039.0,3115.6499,2993.0,3056.8999,341446.0,TCS.BSE
2021-03-05,2930.0,3081.55,2900.0,3007.0,1020712.0,TCS.BSE
2021-02-26,3090.0,3090.0,2701.0,2896.05,1794379.0,TCS.BSE
2021-02-19,3206.0,3206.0,3017.55,3072.1001,686149.0,TCS.BSE
2021-02-12,3185.2,3245.8,3155.5,3191.1499,420020.0,TCS.BSE
2021-02-05,3104.0,3235.1499,3045.1001,3158.05,879911.0,TCS.BSE
2021-01-29,3295.0,3345.25,3100.5,3112.8999,1346149.0,TCS.BSE
2021-01-22,3249.0,3327.0,3186.6001,3303.3999,2238580.0,TCS.BSE
2021-01-15,3215.0,3273.8501,3120.0,3233.6001,1733075.0,TCS.BSE
2021-01-08,2950.0,3127.55,2942.0,3120.3501,885865.0,TCS.BSE
2021-01-01,2912.8501,2951.8999,2845.0,2928.2,1289602.0,TCS.BSE
2020-12-24,2865.0,2921.95,2782.8999,2908.45,419634.0,TCS.BSE
2020-12-18,2800.1001,2898.0,2756.0,2862.6001,468142.0,TCS.BSE
2020-12-11,2719.0,2840.0,2706.3,2783.45,357160.0,TCS.BSE
2020-12-04,2680.0,2768.8,2625.1001,2726.0,653491.0,TCS.BSE
2020-11-27,2685.0,2743.0,2666.0,2679.1499,601690.0,TCS.BSE
2020-11-20,2685.0,2690.0,2608.05,2659.6001,487615.0,TCS.BSE
2020-11-14,2738.25,2743.8,2636.45,2670.7,1020621.0,TCS.BSE
2020-11-06,2665.0,2720.45,2600.0,2708.25,502960.0,TCS.BSE
2020-10-30,2695.0,2717.0,2601.0,2664.8501,796150.0,TCS.BSE
2020-10-23,2777.0,2777.0,2638.55,2686.45,477292.0,TCS.BSE
2020-10-16,2818.8999,2855.0,2727.0,2762.5,1081684.0,TCS.BSE
2020-10-09,2610.0,2885.0,2604.0,2814.95,1960325.0,TCS.BSE
2020-10-01,2435.0,2539.0,2365.8501,2522.75,844553.0,TCS.BSE
2020-09-25,2460.0,2554.0,2302.5,2422.3,1055899.0,TCS.BSE
2020-09-18,2377.0,2538.0,2377.0,2450.75,870871.0,TCS.BSE
2020-09-11,2288.0,2389.5,2283.0,2373.7,790126.0,TCS.BSE
2020-09-04,2241.0,2323.8,2228.3,2289.75,847912.0,TCS.BSE
2020-08-28,2248.0,2287.0,2217.05,2237.1001,401006.0,TCS.BSE
2020-08-21,2255.0,2288.5,2239.0,2248.2,425188.0,TCS.BSE
2020-08-14,2310.0,2324.3501,2233.1499,2242.45,366307.0,TCS.BSE
2020-08-07,2299.0,2327.0,2226.0,2294.95,827668.0,TCS.BSE
2020-07-31,2160.0,2357.1499,2160.0,2282.45,955121.0,TCS.BSE
2020-07-24,2200.0,2240.7,2125.8501,2157.05,540099.0,TCS.BSE
2020-07-17,2225.0,2332.0,2166.3,2201.3501,766255.0,TCS.BSE
2020-07-10,2208.7,2301.8501,2177.25,2221.6499,1927845.0,TCS.BSE
2020-07-03,2114.0,2165.0,2075.8501,2158.3501,502164.0,TCS.BSE
2020-06-26,2045.05,2129.8,2008.0,2115.6001,2006039.0,TCS.BSE
2020-06-19,2040.0,2072.55,2000.6,2036.8,2008457.0,TCS.BSE
2020-06-12,2073.0,2132.05,2009.0,2038.7,678426.0,TCS.BSE
2020-06-05,1995.0,2100.0,1982.0,2048.1001,550554.0,TCS.BSE
2020-05-29,2020.0,2022.0,1925.0,1971.55,530736.0,TCS.BSE
2020-05-22,1901.0,2030.0,1869.5,2018.95,872114.0,TCS.BSE
2020-05-15,1920.0,1999.0,1867.0,1893.3,512589.0,TCS.BSE
2020-05-08,1960.0,1976.0,1886.3,1893.5,420740.0,TCS.BSE
2020-04-30,1830.1,2030.0,1825.95,2014.85,422911.0,TCS.BSE
2020-04-24,1827.0,1891.7,1720.35,1818.3,901635.0,TCS.BSE
2020-04-17,1769.8,1851.85,1677.6,1806.8,772006.0,TCS.BSE
2020-04-09,1703.3,1805.0,1701.0,1765.9,453984.0,TCS.BSE
2020-04-03,1769.0,1907.0,1650.0,1654.4,1841161.0,TCS.BSE
2020-03-27,1648.2,1880.9,1620.0,1818.6,775581.0,TCS.BSE
2020-03-20,1769.0,1867.95,1547.3,1798.0,1244952.0,TCS.BSE
2020-03-13,2080.0,2080.05,1504.4,1807.3,1541763.0,TCS.BSE
2020-03-06,2025.1,2147.0,1985.7,2117.8999,385154.0,TCS.BSE
2020-02-28,2157.0,2178.95,1990.4,2000.95,403398.0,TCS.BSE
2020-02-20,2199.8999,2228.8501,2152.05,2156.3,418181.0,TCS.BSE
2020-02-14,2136.7,2211.55,2119.8,2183.8,326978.0,TCS.BSE
2020-02-07,2164.0,2193.95,2087.95,2136.7,1010289.0,TCS.BSE
2020-01-31,2180.0,2193.45,2072.3999,2079.3,603080.0,TCS.BSE
2020-01-24,2194.0,2241.6499,2156.7,2184.6001,559011.0,TCS.BSE
2020-01-17,2221.0,2254.2,2185.2,2218.05,415887.0,TCS.BSE
2020-01-10,2201.0,2259.95,2184.0,2213.8501,459305.0,TCS.BSE
2020-01-03,2202.0,2224.55,2150.0,2200.3999,511566.0,TCS.BSE
2019-12-27,2217.0,2244.95,2178.3501,2198.1499,203333.0,TCS.BSE
2019-12-20,2095.0,2246.1499,2080.95,2222.55,878966.0,TCS.BSE
2019-12-13,2110.0,2128.1499,1983.85,2071.7,867309.0,TCS.BSE
2019-12-06,2060.0,2130.0,2011.0,2122.95,1690765.0,TCS.BSE
2019-11-29,2082.0,2097.8999,2036.0,2052.7,565120.0,TCS.BSE
2019-11-22,2187.0,2187.6499,2061.0,2070.55,804984.0,TCS.BSE
2019-11-15,2144.0,2211.0,2091.3,2174.8,456344.0,TCS.BSE
2019-11-08,2224.8999,2229.7,2124.75,2129.95,405865.0,TCS.BSE
2019-11-01,2081.0,2285.5,2040.45,2202.05,989813.0,TCS.BSE
2019-10-18,2000.0,2064.0,1969.0,2057.3501,548985.0,TCS.BSE
2019-10-11,2080.0,2094.8,1929.0,1987.05,880695.0,TCS.BSE
2019-10-04,2060.1001,2103.8999,2040.3,2078.6499,317286.0,TCS.BSE
2019-09-27,2085.0,2106.95,1975.0,2056.7,1052286.0,TCS.BSE
2019-09-20,2150.3501,2173.5,2055.6001,2065.6001,634659.0,TCS.BSE
2019-09-13,2203.0,2203.0,2116.2,2141.3501,323742.0,TCS.BSE
2019-09-06,2259.0,2296.0,2190.8501,2197.6499,225391.0,TCS.BSE
2019-08-30,2254.0,2280.0,2216.05,2258.05,408674.0,TCS.BSE
2019-08-23,2167.0,2260.0,2158.2,2247.55,555922.0,TCS.BSE
2019-08-16,2250.2,2250.2,2145.8999,2163.5,500765.0,TCS.BSE
2019-08-09,2185.0,2280.8501,2185.0,2245.6001,370765.0,TCS.BSE
2019-08-02,2111.0,2217.0,2103.6001,2206.05,470938.0,TCS.BSE
2019-07-26,2080.0,2134.8,2068.8501,2108.8,357823.0,TCS.BSE
2019-07-19,2120.0,2153.0,2060.0,2076.95,491127.0,TCS.BSE
2019-07-12,2159.0,2184.0,2070.1001,2107.95,1690616.0,TCS.BSE
2019-07-05,2239.6499,2259.8999,2139.0,2161.6499,1542583.0,TCS.BSE
2019-06-28,2250.0,2279.8999,2222.95,2227.25,354848.0,TCS.BSE
2019-06-21,2259.8999,2290.6499,2214.05,2249.95,542237.0,TCS.BSE
2019-06-14,2194.8999,2285.05,2189.25,2252.3,550438.0,TCS.BSE
2019-06-07,2207.8,2248.0,2145.2,2178.95,613163.0,TCS.BSE
2019-05-31,2060.0,2205.0,2040.4,2196.8501,970634.0,TCS.BSE
2019-05-24,2126.0,2149.95,2034.0,2049.6499,611545.0,TCS.BSE
2019-05-17,2140.0,2167.0,2074.5,2096.3501,565424.0,TCS.BSE
2019-05-10,2113.0,2193.6001,2104.55,2135.55,476823.0,TCS.BSE
2019-05-03,2230.0,2265.0,2125.1499,2132.5,360624.0,TCS.BSE
2019-04-26,2148.0,2244.55,2135.1001,2238.3,622636.0,TCS.BSE
2019-04-18,2071.0,2153.8,2041.05,2145.5,722520.0,TCS.BSE
2019-04-12,2060.0,2098.6001,2008.05,2013.75,643625.0,TCS.BSE
2019-04-05,2010.0,2089.8,2006.0,2051.45,1118260.0,TCS.BSE
2019-03-28,2007.0,2010.95,1959.0,2000.45,999105.0,TCS.BSE
2019-03-22,2045.0,2062.8999,1985.5,2004.65,496232.0,TCS.BSE
2019-03-15,2022.7,2069.0,1978.6,2040.2,431571.0,TCS.BSE
2019-03-08,2002.0,2032.6,1978.05,2022.3,365130.0,TCS.BSE
2019-03-01,1927.15,2070.0,1927.15,1991.65,968701.0,TCS.BSE
2019-02-22,2035.0,2044.1,1882.0,1925.9,786665.0,TCS.BSE
2019-02-15,2062.0,2093.45,2013.0,2030.9,267938.0,TCS.BSE
2019-02-08,2030.0,2097.8,2018.3,2062.75,1459918.0,TCS.BSE
2019-02-01,1931.7,2035.0,1929.55,2030.75,634397.0,TCS.BSE
2019-01-25,1900.4,1933.45,1874.0,1919.05,477359.0,TCS.BSE
2019-01-18,1854.7,1904.45,1809.55,1900.4,669992.0,TCS.BSE
2019-01-11,1891.1,1919.0,1836.1,1841.95,1028249.0,TCS.BSE
2019-01-04,1901.0,1944.0,1841.5,1873.95,920936.0,TCS.BSE
2018-12-28,1901.0,1940.1,1872.0,1895.8,569655.0,TCS.BSE
2018-12-21,1990.15,2003.0,1890.0,1897.25,573365.0,TCS.BSE
2018-12-14,1979.0,2028.4,1961.15,1989.25,899063.0,TCS.BSE
2018-12-07,1980.1,2019.3,1969.05,1995.95,578697.0,TCS.BSE
2018-11-30,1822.9,2000.0,1787.0,1970.6,1390032.0,TCS.BSE
2018-11-22,1896.0,1907.0,1802.0,1815.25,739451.0,TCS.BSE
2018-11-16,1910.0,1944.85,1860.0,1882.25,961055.0,TCS.BSE
2018-11-09,1914.0,1962.95,1885.0,1909.8,278950.0,TCS.BSE
2018-11-02,1810.0,1953.5,1784.0,1909.8,651913.0,TCS.BSE
2018-10-26,1918.0,1919.5,1791.3,1799.6,600506.0,TCS.BSE
2018-10-19,1937.0,1988.95,1872.2,1917.05,772621.0,TCS.BSE
2018-10-12,2106.5,2122.8999,1904.8,1918.4,3174060.0,TCS.BSE
2018-10-05,2186.0,2273.0,2024.0,2103.1001,1041458.0,TCS.BSE
2018-09-28,2104.0,2214.1499,2098.3,2184.5,706359.0,TCS.BSE
2018-09-21,2070.0,2130.8501,2052.5,2103.8,275126.0,TCS.BSE
2018-09-14,2082.95,2093.3999,2018.85,2063.3,458123.0,TCS.BSE
2018-09-07,2080.05,2105.95,2052.1001,2079.7,694569.0,TCS.BSE
2018-08-31,2042.0,2090.5,2036.55,2078.2,721777.0,TCS.BSE
2018-08-24,2023.5,2046.05,2005.0,2042.2,384801.0,TCS.BSE
2018-08-17,2000.0,2024.0,1983.5,2011.85,901268.0,TCS.BSE
2018-08-10,1998.0,1998.0,1961.0,1993.85,525881.0,TCS.BSE
2018-08-03,1948.55,1984.6,1929.05,1977.35,462093.0,TCS.BSE
2018-07-27,2000.0,2012.0,1940.0,1943.1,453392.0,TCS.BSE
2018-07-20,1985.05,2009.95,1970.55,1995.95,453502.0,TCS.BSE
